Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
525,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,274,5,10.6,0.469,3.5,8.3,0.429,1.4,2.4,0.611,0.3,0.5,0.5,0.4,3.8,4.2,1.3,0.7,1.1,1.1,4.5,13.8
526,Justise Winslow\winslju01,PF,21,MIA,68,25,1680,4.4,10.5,0.424,1,2.8,0.38,3.4,7.7,0.44,1.4,2.2,0.635,1.4,6.5,7.9,3.2,1.2,0.7,1.6,3,11.3
527,Jeff Withey\witheje01,C,27,DAL,9,0,39,5.5,14.8,0.375,1.8,9.2,0.2,3.7,5.5,0.667,0.9,1.8,0.5,0.9,8.3,9.2,0,0,2.8,1.8,2.8,13.8
528,Nate Wolters\woltena01,PG,26,UTA,5,0,19,1.9,11.4,0.167,0,0,,1.9,11.4,0.167,0,0,,1.9,1.9,3.8,1.9,0,0,0,1.9,3.8
529,Brandan Wright\wrighbr03,PF,30,TOT,28,1,381,5.6,9.6,0.578,0,0,,5.6,9.6,0.578,2,3.1,0.636,3.1,5.9,9,1.2,1.2,2.5,0.8,3,13.1
529,Brandan Wright\wrighbr03,PF,30,MEM,27,1,366,5.6,9.7,0.576,0,0,,5.6,9.7,0.576,2.1,3.2,0.636,3.1,6,9.1,1.3,1.3,2.5,0.8,2.9,13.3
529,Brandan Wright\wrighbr03,PF,30,HOU,1,0,15,4.8,7.2,0.667,0,0,,4.8,7.2,0.667,0,0,,2.4,2.4,4.8,0,0,2.4,0,7.2,9.6
530,Delon Wright\wrighde01,PG,25,TOR,69,4,1433,5,10.9,0.465,1.4,3.8,0.366,3.6,7,0.52,2.4,2.9,0.829,1.1,3.8,5,5,1.8,0.8,2,2,13.9
531,Guerschon Yabusele\yabusgu01,PF,22,BOS,33,4,235,4,9.3,0.426,1.8,5.7,0.324,2.1,3.7,0.583,2.3,3.4,0.682,2.6,5.4,8,2.5,0.6,0.8,1.8,3.5,12.1
532,James Young\youngja01,SG,22,PHI,6,0,61,3,8.3,0.357,1.8,5.9,0.3,1.2,2.4,0.5,2.4,3.5,0.667,0,1.2,1.2,1.2,0,0,0.6,2.4,10
533,Joe Young\youngjo01,PG,25,IND,53,1,558,5.2,12,0.43,1.6,4.3,0.379,3.5,7.7,0.458,1.4,1.9,0.759,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4
534,Nick Young\youngni01,SG,32,GSW,80,8,1393,5.2,12.6,0.412,3.2,8.4,0.377,2,4.2,0.481,1.4,1.7,0.862,0.5,2.7,3.2,0.9,1,0.2,1,2.6,15
535,Thaddeus Young\youngth01,PF,29,IND,81,81,2607,5.8,11.9,0.487,0.8,2.5,0.32,5,9.4,0.531,0.8,1.3,0.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2
536,Cody Zeller\zelleco01,C,25,CHO,33,0,627,4.9,9,0.545,0.1,0.2,0.667,4.8,8.8,0.542,3.5,4.9,0.718,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4
537,Tyler Zeller\zellety01,C,28,TOT,66,34,1109,6.1,10.8,0.56,0.3,0.9,0.357,5.7,9.9,0.578,1.9,2.6,0.722,3.6,6.3,9.9,1.5,0.5,1.1,1.5,4.1,14.3
537,Tyler Zeller\zellety01,C,28,BRK,42,33,703,6.4,11.7,0.546,0.5,1.3,0.385,5.9,10.4,0.567,2,3.1,0.667,3.2,6.7,9.9,1.4,0.4,1.1,1.8,4,15.4
537,Tyler Zeller\zellety01,C,28,MIL,24,1,406,5.5,9.3,0.59,0,0.2,0,5.5,9.1,0.602,1.5,1.7,0.895,4.2,5.7,9.8,1.7,0.6,1.2,1.1,4.3,12.5
538,Paul Zipser\zipsepa01,SF,23,CHI,54,12,824,3.5,10.2,0.346,1.6,4.8,0.336,1.9,5.4,0.355,0.8,1.1,0.76,0.6,5.2,5.7,2,0.9,0.7,1.9,3.8,9.5
539,Ante Zizic\zizican01,C,21,CLE,32,2,214,8.2,11.3,0.731,0,0,,8.2,11.3,0.731,3.5,4.9,0.724,4,6.1,10.1,0.8,0.3,2.2,1.9,5,20
540,Ivica Zubac\zubaciv01,C,20,LAL,43,0,410,5.4,10.7,0.5,0,0.1,0,5.4,10.6,0.504,3.4,4.5,0.765,4,6.8,10.8,2.2,0.7,1.3,2.3,4.1,14.1
